file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
docs/reports/gemini_goal260_v0_5_3d_point_surface_and_reference_path_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal261_v0_5_native_3d_point_contract_closure_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal262_v0_5_bounded_radius_knn_contract_design_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal263_v0_5_bounded_knn_rows_surface_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal264_v0_5_bounded_knn_rows_cpu_oracle_review_2026-04-11.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal265_v0_5_rtnn_dataset_registry_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal266_v0_5_rtnn_baseline_registry_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal267_v0_5_rtnn_reproduction_matrix_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal268_v0_5_bounded_dataset_manifests_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal269_v0_5_cunsearch_adapter_skeleton_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal270_v0_5_kitti_bounded_acquisition_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/reports/gemini_goal271_v0_5_kitti_bounded_loader_review_2026-04-12.md,report,audit_or_result_record,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
